,position,city,specific_position,company_name,company_size,company_type,salary,education,ability,experience
280,数据分析,上海·浦东·康桥, ,龙腾启盛(大连)数字科技有限公司,计算机软件,20人以下,9千-1.2万,本科, ,3-5年
281,数据分析,上海·闵行·新虹, , ,1000-9999人,上市公司,1.3万-1.7万,本科, ,3-5年
282,数据分析,上海·青浦·重固,2024校招-网络政策助理 (MJ001567), ,10000人以上,上市公司,6千-1万,本科,数据治理 数据挖掘 数据建模,经验不限
283,数据分析,上海·嘉定·南翔,计划专员,格林酒店(上海)有限公司,10000人以上,民营,8千-1.2万,本科, ,经验不限
284,数据分析,上海·浦东·康桥,数据分析师, ,1000-9999人,上市公司,1.3万-2.5万,本科, ,1-3年
285,数据分析,上海·长宁·新泾,数据分析, ,10000人以上,民营,2万-4万·13薪,本科, ,5-10年
286,数据分析,上海·松江·泗泾,Physon工程师,特瑞机电(上海)股份有限公司,100-299人,民营,6千-1.2万,大专,报表开发 数据建模 数据治理 Python R语言,1-3年
287,数据分析,上海·浦东·陆家嘴,商业数据分析师（宁波）,宁波萌牙家科技有限公司,100-299人,民营,1.2万-1.5万,本科, ,经验不限
288,数据分析,上海·静安·静安寺, ,上海中智项目外包咨询服务有限公司,1000-9999人,国企,1.2万-1.5万·13薪,本科, ,1-3年
289,数据分析,上海·浦东·南码头路,数据治理工程师, ,100-299人,上市公司,8千-1.2万,本科,数据治理,1-3年
290,数据分析,上海·浦东·三林, ,罗欣健康科技发展(北京)有限公司,500-999人,民营,6千-1.2万,本科, ,1-3年
291,数据分析,上海·黄浦·瑞金二路, ,上海艾杰飞人才管理咨询有限公司,100-299人,外商独资,1.2万-2万,本科, ,1-3年
292,数据分析,上海·徐汇·南京西路,销售支持主管/专员,宏润泰阳(宣城)绿色能源有限公司,500-999人,股份制企业,8千-1.4万,本科,销售支持,3-5年
293,数据分析,上海·杨浦·控江路,总经理助理,上海晴明实业有限公司,20-99人,民营,8千-1.5万·13薪,本科, ,5-10年
294,数据分析,上海·长宁·新泾,新媒体活动运营,上海微创软件股份有限公司,10000人以上,合资,1万-1.1万,本科, ,经验不限
295,数据分析,上海·嘉定·江桥, , ,10000人以上,民营,1.8万-2.3万,本科, ,5-10年
296,数据分析,上海·静安·南京西路,金融数据分析助理,昂策(上海)资产管理有限公司,20-99人,民营,7千-8千,本科, ,1-3年
297,数据分析,上海·金桥,服装买手（校招）,钰真(上海)信息技术有限公司,300-499人,民营,7千-1万·13薪,本科, ,无经验
298,数据分析,上海·闵行·虹桥,采购系统专员, ,10000人以上,上市公司,8千-1.2万,本科, ,1-3年
299,数据分析,上海·浦东·张江,金融信息专员,普兰金融,500-999人,民营,1万-1.5万·13薪,本科, ,经验不限
300,数据分析,上海·长宁·天山路,运营数据分析专员,艺科物流设备租赁(中国)有限公司,20-99人,外商独资,1万-1.5万,本科, ,1-3年
301,数据分析,上海·黄浦·五里桥,高级爬虫工程师,上海聘贤科技集团有限公司,100-299人,民营,1.5万-2万,大专,Python SQL 数据清洗 数据挖掘 爬虫开发,3-5年
302,数据分析,上海·青浦·金泽,物业品质助理,上海索迪斯管理有限公司北京分公司,10000人以上,外商独资,5千-6千,大专, ,1-3年
303,数据分析,上海·浦东·花木,数据运营分析,南京飞勒克工业设备有限公司,100-299人,外商独资,1万-1.5万·14薪,本科, ,1-3年
304,数据分析,上海·黄浦·南京东路,数据工程/大数据分析咨询顾问,通力凯顿（北京）系统集成有限公司,100-299人,民营,2万-3万,本科, ,3-5年
305,数据分析,上海·闵行·梅陇,产品经理,上海台雄科技发展集团有限公司,100-299人,民营,8千-1.3万·13薪,本科, ,1-3年
306,数据分析,上海·浦东·张江,数据科学家（全额公积金）,北京宜通华瑞科技有限公司,1000-9999人,民营,2万-4万·13薪,本科, ,3-5年
307,数据分析,上海·浦东·高行,财务管理部数据治理岗,上海外高桥集团财务有限公司,20-99人,国企,1.2万-1.5万,本科, ,1-3年
308,数据分析,上海·黄浦·南京东路,数据统计专员（宁波）,宁波萌牙家科技有限公司,100-299人,民营,8千-1万,本科, ,1年以下
309,数据分析,上海·漕河泾,会务管理, ,20-99人,国企,6千-8千,大专, ,1-3年
310,数据分析,上海·静安·天目西路, ,北京仕邦达人力资源服务有限公司上海分公司,300-499人,合资,2万-3.5万,大专, ,5-10年
311,数据分析,上海·静安·彭浦,主数据管理,易麦克(苏州)信息科技有限公司,20-99人,民营,1万-1.5万·13薪,本科, ,1-3年
312,数据分析,上海·普陀·石泉路, , ,1000-9999人,上市公司,1.2万-1.5万,本科, ,无经验
313,数据分析,上海·静安·大宁路,数据分析师,合肥乾筑智能科技有限公司,新能源,20人以下,2.5万-3.5万,本科, ,3-5年
314,数据分析,上海·嘉定·华亭,数据顾问,中讯志远(武汉)科技有限公司,100-299人,民营,1万-1.5万,大专,数据治理 数据挖掘,3-5年
315,数据分析,上海·黄浦·南京东路, ,讯升(上海)人力资源有限公司成都分公司,100-299人,外商独资,2万-3.5万·16薪,本科, ,3-5年
316,数据分析,上海·浦东·唐镇,数据专员, ,10000人以上,外商独资,1万-1.5万,本科,SAP 数字化,3-5年
317,数据分析,上海·浦东·张江,数据建模分析师,上海数治数据科技有限公司,20-99人,民营,1.2万-1.6万,硕士, ,经验不限
318,数据分析,上海·静安·大宁路,行业分析师/市场分析师,上海率捷管理咨询有限公司,20-99人,民营,1万-1.6万,本科, ,1-3年
319,数据分析,上海·浦东·唐镇,数据管理部数据治理与应用岗, ,10000人以上,上市公司,1.2万-1.8万,本科, ,3-5年
320,数据分析,上海·浦东·花木,数据分析师,成都社零科技有限公司,人工智能,20-99人,1.5万-2.3万·14薪,本科, ,1-3年
321,数据分析,上海·黄浦·外滩, , ,1000-9999人,国企,面议,本科, ,3-5年
322,数据分析,上海·闵行·七宝,商品专员,上海凯蓝黄埔品牌管理有限公司,10000人以上,其它,6千-1万,大专, ,1-3年
323,数据分析,上海·浦东·金桥, ,上海东浩人力资源有限公司,100-299人,国企,1万-1.5万·13薪,本科, ,3-5年
324,数据分析,上海·虹口·广中路,初级数据分析工程师,上海嘉勉信息技术有限公司,20-99人,民营,6千-8千,本科, ,1年以下
325,数据分析,上海·闵行·莘庄,韩语行政总务-上海,希杰(青岛)食品有限公司北京分公司,1000-9999人,外商独资,7千-9千,大专, ,1-3年
326,数据分析,上海·青浦·华新,数据分析师(J14638), ,10000人以上,股份制企业,1.8万-3.5万·13薪,本科, ,3-5年
327,数据分析,上海·杨浦·新江湾城,Global Selling-英国经营分析, ,10000人以上,民营,2.5万-5万,本科, ,3-5年
328,数据分析,上海·闵行·新虹,市场助理, ,1000-9999人,上市公司,8千-1万,本科, ,3-5年
329,数据分析,上海·长宁·天山路,数据分析经理G000662, ,10000人以上,外商独资,2万-3万,本科, ,5-10年
330,数据分析,上海·徐汇·虹梅路,16623-数据分析专员,梅特勒-托利多国际贸易(上海)有限公司,1000-9999人,外商独资,8千-1.6万,本科, ,3-5年
