Unnamed: 0,position,city,specific_position,company_name,company_type,education,ability,experience,min_annual_salary,max_annual_salary,min_company_size,max_company_size
156,python,上海·浦东·唐镇,python,能科瑞元,上市公司,本科,VBA UIPATH Python,5-10年,120000.0,180000.0,1000.0,9999.0
157,python,上海·浦东·金桥,python自动化测试,其他,民营,本科,无要求,1-3年,120000.0,180000.0,10000.0,
158,python,上海·浦东·金桥,python,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
159,python,上海·黄浦·打浦桥,Python工程师,其他,民营,学历不限,Python JS jQuery Scrapy 数据分析 自动化运维 Xpath MySQL,1-3年,117000.0,208000.0,20.0,99.0
160,python,上海·浦东·金桥,Python,其他,民营,本科,自动化 Python,3-5年,156000.0,240000.0,10000.0,
161,python,上海·浦东·高行,全栈工程师,中船动力(集团)有限公司,国企,本科,无要求,3-5年,300000.0,420000.0,1000.0,9999.0
163,python,上海·浦东·金桥,python开发-上海,其他,民营,本科,无要求,3-5年,132000.0,192000.0,10000.0,
164,python,上海·浦东·金桥,Python开发工程师(上海)(J10821),善诚科技发展（上海）有限公司,外商独资,本科,Python,1-3年,156000.0,180000.0,300.0,499.0
165,python,上海·浦东·金桥,python,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
166,python,上海·浦东·金桥,python,其他,民营,大专,无要求,经验不限,132000.0,180000.0,10000.0,
167,python,上海·闵行·莘庄,Python开发工程师2426107301-C2250U,其他,其它,本科,详见岗位说明,1-3年,130000.0,260000.0,10000.0,
168,python,上海·浦东·金桥,python,外企德科,合资,本科,C语言 Python Java,经验不限,210000.0,420000.0,1000.0,9999.0
169,python,上海·浦东·金桥,Python开发工程师,其他,民营,本科,Python 数据库,1-3年,144000.0,192000.0,10000.0,
170,python,上海·杨浦·大桥,python,外企德科数字技术有限公司,,本科,无要求,3-5年,180000.0,204000.0,10000.0,
171,python,上海·浦东·周家渡,python工程师/算法工程师,上海兼达信息技术服务有限公司,民营,本科,无要求,3-5年,144000.0,180000.0,100.0,299.0
172,python,上海·浦东·金桥,python开发工程师(智能汽车）,其他,民营,本科,无要求,1-3年,180000.0,240000.0,10000.0,
173,python,上海·浦东·金桥,python,外企德科数字技术有限公司,,本科,无要求,经验不限,180000.0,360000.0,10000.0,
174,python,上海·嘉定·徐行,Python开发工程师,其他,其它,本科,Python Django Flask Oracle WEB开发,3-5年,144000.0,180000.0,10000.0,
175,python,上海·浦东·金桥,python,其他,民营,本科,无要求,3-5年,156000.0,204000.0,10000.0,
176,python,上海·闵行·浦江,PRA开发实施工程师,八六三软件,国企,大专,无要求,1-3年,84000.0,156000.0,500.0,999.0
177,python,上海·青浦·金泽,python,外企德科数字技术有限公司,,本科,C++ Python Java,经验不限,280000.0,560000.0,10000.0,
178,python,上海·浦东·金桥,python后端开发工程师,其他,民营,本科,无要求,1-3年,180000.0,264000.0,10000.0,
179,python,上海·浦东·金桥,python,外企德科,合资,本科,Unix Windows Linux,经验不限,210000.0,420000.0,1000.0,9999.0
180,python,上海·长宁·新泾,初级python开发工程师,北京瑞友科技股份有限公司,民营,本科,无要求,1-3年,208000.0,260000.0,1000.0,9999.0
181,python,上海·浦东·金桥,Python开发,其他,民营,本科,Java Python Vue,3-5年,120000.0,180000.0,10000.0,
182,python,上海·浦东·金桥,python,外企德科,合资,本科,GO Golang C++ C Python,经验不限,252000.0,350000.0,1000.0,9999.0
183,python,上海·浦东·陆家嘴,python开发（商城APP、学信统本）,拓保软件,民营,本科,无要求,3-5年,144000.0,156000.0,1000.0,9999.0
184,python,上海·浦东·金桥,python后端开发工程师(智能汽车）,其他,民营,本科,无要求,1-3年,144000.0,216000.0,10000.0,
185,python,上海·浦东·金桥,python,外企德科,合资,本科,无要求,经验不限,156000.0,312000.0,1000.0,9999.0
186,python,上海·嘉定·江桥,自动驾驶测试工程师/Python,其他,股份制企业,本科,Python ROS ADAS开发,3-5年,168000.0,180000.0,1000.0,9999.0
187,python,上海·浦东·张江,python,常州科睿达信息科技有限公司,民营,本科,Vue,5-10年,120000.0,192000.0,100.0,299.0
188,python,上海·徐汇·龙华,python,外企德科,合资,本科,Python MySQL,3-5年,156000.0,180000.0,1000.0,9999.0
189,python,上海·闵行·江川路,python,"上海凯士比泵有限公司 KSB SHANGHAI PUMP CO., LTD.",合资,本科,MySQL,1-3年,144000.0,240000.0,500.0,999.0
190,python,上海·杨浦·大桥,python,外企德科数字技术有限公司,,本科,无要求,3-5年,192000.0,204000.0,10000.0,
191,python,上海·静安·大宁路,python,其他,民营,硕士,Python 算法,1-3年,156000.0,240000.0,10000.0,
192,python,上海·闵行·颛桥,RPA开发工程师,凯捷中国,外商独资,本科,RPA UIPATH,1-3年,143000.0,286000.0,10000.0,
193,python,上海·徐汇·徐家汇,对日python开发,上海强辰信息技术有限公司,民营,本科,无要求,3-5年,144000.0,240000.0,20.0,99.0
194,python,上海·浦东·金桥,python开发工程师,其他,民营,本科,无要求,1-3年,144000.0,204000.0,10000.0,
195,python,上海·黄浦·小东门,python后端开发工程师,上海钦诚信息科技有限公司,,本科,无要求,5-10年,192000.0,264000.0,20.0,99.0
196,python,上海·浦东·金桥,python,外企德科数字技术有限公司,,本科,无要求,经验不限,210000.0,420000.0,10000.0,
197,python,上海·浦东·南汇新城,python,其他,民营,本科,无要求,3-5年,168000.0,180000.0,10000.0,
198,python,上海·浦东·金桥,python,上海微澜软件技术有限公司,民营,本科,ERP系统,5-10年,264000.0,288000.0,100.0,299.0
199,python,上海·浦东·张江,高级python后端开发工程师,上海西信软件工程有限公司,民营,大专,无要求,5-10年,180000.0,300000.0,100.0,299.0
200,python,上海·浦东·金桥,python,外企德科数字技术有限公司,,本科,Java C C++,1-3年,192000.0,360000.0,10000.0,
201,python,上海·浦东·花木,python,江苏鑫源融信软件科技有限公司,民营,本科,FASTAPI SQLMODEL Python,5-10年,182000.0,234000.0,100.0,299.0
202,python,上海·浦东·金桥,python,外企德科,合资,本科,Python 算法,5-10年,280000.0,560000.0,1000.0,9999.0
203,python,上海·黄浦·五里桥,高级爬虫工程师,上海聘贤科技集团有限公司,民营,大专,无要求,3-5年,180000.0,240000.0,100.0,299.0
204,python,上海·静安·天目西路,python,卓为科技,民营,本科,无要求,3-5年,120000.0,144000.0,100.0,299.0
205,python,上海·长宁·新泾,中级Python开发工程师,北京瑞友科技股份有限公司,民营,本科,无要求,3-5年,208000.0,260000.0,1000.0,9999.0
206,python,上海·奉贤·南桥,python,威海联盛液压科技有限公司,民营,本科,Python 服务机器人,1-3年,120000.0,240000.0,20.0,99.0
208,python,上海·闵行·梅陇,python,上海逸舟信息科技有限公司,民营,本科,Sql Java Python MySQL Oracle Flask,1-3年,140000.0,210000.0,20.0,99.0
209,python,上海·徐汇·龙华,python,信必优(深圳)信息技术有限公司,外商独资,本科,Python,3-5年,192000.0,240000.0,500.0,999.0
210,python,上海·浦东·金桥,python,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
211,python,上海·浦东·张江,python,北京众策科技咨询有限公司,民营,本科,无要求,5-10年,192000.0,240000.0,20.0,99.0
212,python,上海·杨浦·大桥,python,外企德科数字技术有限公司,,本科,Python 算法,3-5年,168000.0,216000.0,10000.0,
213,python,上海·浦东·张江,Python后端开发工程师（双休，欢迎自投）,其他,股份制企业,本科,GO,3-5年,192000.0,204000.0,1000.0,9999.0
214,python,上海·浦东·花木,python,维世致新(上海)智能技术有限公司,合资,本科,Django Scrapy MySQL Python,3-5年,120000.0,180000.0,20.0,99.0
215,python,上海·浦东·金桥,Python开发,其他,民营,本科,熟悉主流CI/CD 工具 AUTOSAR方法论 PYTHON开发 熟悉汽车行业软件开发流程，,3-5年,180000.0,240000.0,10000.0,
216,python,上海·浦东·张江,Python工程师（上海）,常州科睿达信息科技有限公司,民营,大专,无要求,3-5年,144000.0,204000.0,100.0,299.0
217,python,上海·浦东·曹路,Python Architecture Developer Python架构开发人员,上海蓝载信息科技有限公司,民营,本科,Django Flask FLASHAPI RESTFUL API DATA,1-3年,234000.0,455000.0,20.0,99.0
218,python,上海·浦东·金桥,python自动化测试工程师,其他,民营,本科,无要求,1-3年,96000.0,156000.0,10000.0,
219,python,上海·长宁·仙霞新村,python全栈开发工程师,三才智者,民营,本科,无要求,3-5年,168000.0,204000.0,20.0,99.0
220,python,上海·浦东·金桥,python,外企德科,合资,本科,PHP,经验不限,210000.0,420000.0,1000.0,9999.0
221,python,上海·浦东·金桥,python开发工程师,其他,民营,本科,无要求,1-3年,120000.0,192000.0,10000.0,
222,python,上海·徐汇·龙华,运维Python工程师,西安笃定信息技术有限公司,民营,本科,无要求,3-5年,180000.0,240000.0,20.0,99.0
