Unnamed: 0,position,city,specific_position,company_name,company_size,company_type,salary,education,ability,experience,min_annual_salary,max_annual_salary
176,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.5万-3万,本科,Java Python C++,1-3年,180000.0,360000.0
177,c++,上海·浦东·金桥,C/C++开发（上海）,其他,10000人以上,民营,1万-1.6万,本科,C++,1-3年,120000.0,192000.0
179,c++,上海·闵行·新虹,c++软件研发工程师,宁波上嘉弘昇物流有限公司昆山分公司,500-999人,民营,1.7万-2.5万,本科,无要求,1-3年,204000.0,300000.0
180,c++,上海·塘桥,资深C++,其他,100-299人,股份制企业,2.5万-4万,学历不限,游戏开发 C++,3-5年,300000.0,480000.0
181,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.5万-3万·15薪,本科,无要求,经验不限,225000.0,450000.0
182,c++,上海·塘桥,C++工程师PC端,上海澎博财经资讯有限公司,100-299人,民营,2万-3万·13薪,本科,C++ MFC 客户端开发,3-5年,260000.0,390000.0
183,c++,上海·浦东·金桥,c++,外企德科,1000-9999人,合资,1.5万-3万·14薪,本科,C语言 C++ Python,经验不限,210000.0,420000.0
184,c++,上海·徐汇·龙华,c++开发维护--极氪智能,拓保软件,1000-9999人,民营,1.3万-1.8万,大专,无要求,3-5年,156000.0,216000.0
185,c++,上海·浦东·花木,C开发,其他,1000-9999人,股份制企业,1.4万-1.5万,本科,无要求,1-3年,168000.0,180000.0
186,c++,上海·浦东·川沙新,C++软件工程师,雅科贝思精密机电(上海)有限公司,1000-9999人,外商独资,1万-1.6万·13薪,本科,C++软件工程师,1-3年,130000.0,208000.0
187,c++,上海·杨浦·五角场,上位机软件工程师,蓝星光域(上海)航天科技有限公司,20-99人,民营,1.5万-2.5万·15薪,本科,C C++ QT开发,经验不限,225000.0,375000.0
188,c++,上海·闵行·浦江,C++开发工程师,上海影火智能科技有限公司,20人以下,民营,8千-1.6万,本科,Winform MFC 客户端开发 OpenCV C++ C# 多线程 C 图形图像开发 图像识别 CAD开发 VS,1-3年,96000.0,192000.0
189,c++,上海·浦东·金桥,软件工程师,上海宝宏软件有限公司,100-299人,民营,1万-1.5万,学历不限,C++ Linux,3-5年,120000.0,180000.0
190,c++,上海·徐汇·康健新村,c++竞赛教练,其他,10000人以上,上市公司,2.5万-3万,本科,无要求,无经验,300000.0,360000.0
191,c++,上海·浦东·北蔡,软件工程师,力信测量(上海)有限公司,20-99人,民营,1万-2万,本科,无要求,1-3年,120000.0,240000.0
192,c++,上海·浦东·洋泾,c++,大连思泰克科技有限公司,100-299人,外商独资,1.5万-2.7万·13薪,本科,C语言 英语口语好，外企经历 Objective-C 单片机 C++,5-10年,195000.0,351000.0
193,c++,上海,上海中绿新能源公司-平台研发部-上位机工程师,其他,10000人以上,国企,1.5万-2万,本科,无要求,经验不限,180000.0,240000.0
194,c++,上海·浦东·金桥,C++开发,协云智能工业科技(沈阳)有限公司,人工智能,20-99人,2万-3万,大专,Linux开发 C++,3-5年,240000.0,360000.0
195,c++,上海·闵行·吴泾,c++,上海玄晖信息科技有限公司,计算机软件,20-99人,1.5万-2万,本科,c Linux 嵌入式,3-5年,180000.0,240000.0
196,c++,上海·徐汇·徐家汇,c++讲师+高薪诚聘,北京童程时代科技有限公司,1000-9999人,民营,1.5万-3万,本科,无要求,3-5年,180000.0,360000.0
197,c++,上海·静安·彭浦,软件开发工程师,Beckhoff-德国倍福自动化有限公司,100-299人,外商独资,1万-1.4万·13薪,本科,无要求,3-5年,130000.0,182000.0
198,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.3万-2.6万,本科,无要求,1-3年,156000.0,312000.0
199,c++,上海·浦东·金桥,c++,外企德科,1000-9999人,合资,1.5万-3万·14薪,本科,无要求,经验不限,210000.0,420000.0
200,c++,上海·青浦·赵巷,软件工程师,其他,20-99人,合资,1.7万-2.5万,本科,C++ 多线程 Socket技术 SQL,5-10年,204000.0,300000.0
201,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.5万-2万·14薪,本科,C语言 C++ Linux开发 嵌入式开发,1-3年,210000.0,280000.0
202,c++,上海·青浦·金泽,c++,外企德科,1000-9999人,合资,1.5万-3万·14薪,本科,无要求,经验不限,210000.0,420000.0
203,c++,上海·浦东·张江,软件工程师（C/C++ Windows平台）,其他,100-299人,民营,2万-4万·14薪,本科,C++ C/C++ Windows,3-5年,280000.0,560000.0
204,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.4万-2.8万,本科,无要求,经验不限,168000.0,336000.0
205,c++,上海·浦东·金桥,c++,外企德科,1000-9999人,合资,1.5万-3万·14薪,本科,无要求,经验不限,210000.0,420000.0
206,c++,上海·浦东·张江,软件开发工程师（QT）,华进半导体,100-299人,合资,1万-2万·13薪,本科,QT开发 C#,经验不限,130000.0,260000.0
207,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.5万-3万·14薪,本科,C语言 C++ 嵌入式开发 Linux开发 PyTorch OpenCV STL,经验不限,210000.0,420000.0
208,c++,上海·奉贤·奉城,c++,上海研润光机科技有限公司,20-99人,民营,8千-1.6万,硕士,MFC C++ sdk QT Windows 多进程 多线程 数据结构,经验不限,96000.0,192000.0
210,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.5万-3万,本科,Java C++ Python,经验不限,180000.0,360000.0
211,c++,上海·浦东·金桥,c++,外企德科,1000-9999人,合资,1.6万-3万·14薪,本科,C语言 Java C++,3-5年,224000.0,420000.0
212,c++,上海·奉贤·奉城,工程师助理,上海研润光机科技有限公司,20-99人,民营,8千-1.5万,硕士,光学研究 力学研究 热学研究,经验不限,96000.0,180000.0
213,c++,上海·松江·中山,c++,世猎(上海)人力资源有限公司,300-499人,民营,1.3万-2.4万,本科,C++ QT 32位单片机 熟悉LINUX下的C++开发 熟悉STM32处理器 熟悉QT开发,1-3年,156000.0,288000.0
214,c++,上海·青浦·金泽,c++,外企德科,1000-9999人,合资,1.3万-2.6万,本科,无要求,经验不限,156000.0,312000.0
215,c++,上海·浦东·张江,软件开发工程师（QT） (MJ000077),北京华大九天科技股份有限公司,500-999人,国企,2万-4万·15薪,本科,Python QT开发 OPENGL 3D,经验不限,300000.0,600000.0
216,c++,上海·浦东·金桥,AUTOSAR基础软件开发,北京信必优信息技术有限公司,1000-9999人,外商独资,8千-1.1万,大专,无要求,1-3年,96000.0,132000.0
217,c++,上海·浦东·金桥,c++,外企德科,1000-9999人,合资,1.5万-3万·15薪,本科,C语言,经验不限,225000.0,450000.0
218,c++,上海·虹口·北外滩,c++,原子猫科技(北京)有限公司,20-99人,民营,1.7万-2.2万,大专,无要求,3-5年,204000.0,264000.0
219,c++,上海·宝山·杨行,c++软件研发工程师,沈阳东硕信息技术有限公司,20-99人,民营,1万-1.5万·13薪,本科,无要求,3-5年,130000.0,195000.0
220,c++,上海·浦东·金桥,c++,外企德科,1000-9999人,合资,1.3万-2.6万·14薪,本科,Java Python,经验不限,182000.0,364000.0
221,c++,上海·闵行·吴泾,软件开发主管工程师,中广核数字科技有限公司,500-999人,国企,2.3万-3万,本科,Java 嵌入式开发,5-10年,276000.0,360000.0
222,c++,上海·浦东·金桥,高级c++工程师,外企德科数字技术有限公司,人力资源服务,10000人以上,1.2万-1.7万·14薪,本科,无要求,经验不限,168000.0,238000.0
223,c++,上海·浦东·曹路,软件开发工程师,芯嵛半导体(上海)有限公司,20-99人,事业单位,1.3万-1.5万,本科,C语言 Python Java,1-3年,156000.0,180000.0
224,c++,上海·浦东·陆家嘴,C++语言工程师,其他,500-999人,民营,1.3万-2万·13薪,本科,C++ QT开发 Qt 框架设计 CGG,3-5年,169000.0,260000.0
225,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.6万-3万·14薪,本科,无要求,经验不限,224000.0,420000.0
226,c++,上海·浦东·花木,Lua/C/C++开发工程师（上海）,北京阿提拉科技有限公司,300-499人,民营,1.8万-2万,本科,无要求,3-5年,216000.0,240000.0
227,c++,上海·奉贤·海湾,软件开发工程师,其他,500-999人,上市公司,1万-2万·14薪,本科,C++ C,5-10年,140000.0,280000.0
228,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.5万-3万·14薪,本科,嵌入式开发,经验不限,210000.0,420000.0
229,c++,上海·松江·泗泾,Windows C++ 高级软件工程师（松江）,其他,500-999人,上市公司,2.4万-3万,本科,C++,5-10年,288000.0,360000.0
230,c++,上海·宝山·杨行,c++软件研发工程师,沈阳东硕信息技术有限公司,20-99人,民营,9千-1.8万,本科,无要求,1-3年,108000.0,216000.0
231,c++,上海·黄浦·南京东路,c++,外企德科数字技术有限公司,人力资源服务,10000人以上,1.5万-3万·14薪,本科,无要求,经验不限,210000.0,420000.0
232,c++,上海·徐汇·虹梅路,软件工程师,上海统策网络科技发展有限公司,100-299人,民营,1.5万-3万,大专,各类软件工程师,1-3年,180000.0,360000.0
